datetime,equity
2022-12-28 08:45:00,1000000.0
2022-12-28 09:00:00,1000000.0
2022-12-28 09:45:00,1000000.0
2022-12-28 11:00:00,1000000.0
2022-12-28 11:15:00,1000000.0
2022-12-28 12:15:00,1000000.0
2022-12-28 12:30:00,1000000.0
2022-12-28 13:15:00,1000000.0
2022-12-28 14:00:00,1000000.0
2022-12-28 14:15:00,1000000.0
2022-12-28 14:45:00,1000000.0
2022-12-28 15:00:00,1000000.0
2022-12-28 16:30:00,1000000.0
2022-12-28 17:30:00,1000000.0
2022-12-28 18:15:00,1000000.0
2022-12-28 19:00:00,1000000.0
2022-12-28 20:00:00,1000000.0
2022-12-28 20:30:00,1000000.0
2022-12-28 21:15:00,1000000.0
2022-12-28 22:00:00,1000000.0
2022-12-28 22:45:00,1000000.0
2022-12-29 00:00:00,1000000.0
2022-12-29 04:00:00,1000000.0
2022-12-29 04:15:00,1000000.0
2022-12-29 06:00:00,1000000.0
2022-12-29 06:30:00,1000000.0
2022-12-29 06:45:00,1000000.0
2022-12-29 07:15:00,1000000.0
2022-12-29 09:30:00,1000000.0
2022-12-29 10:00:00,1000000.0
2022-12-29 11:30:00,1000000.0
2022-12-29 12:00:00,1000000.0
2022-12-29 12:30:00,1000000.0
2022-12-29 13:00:00,1000000.0
2022-12-29 16:45:00,1000000.0
2022-12-29 17:15:00,1000000.0
2022-12-29 17:45:00,1000000.0
2022-12-29 18:30:00,1000000.0
2022-12-29 19:45:00,1000000.0
2022-12-29 21:00:00,1000000.0
2022-12-29 21:15:00,1000000.0
2022-12-29 22:30:00,1000000.0
2022-12-29 22:45:00,1000000.0
2022-12-29 23:30:00,1000000.0
2022-12-30 00:30:00,1000000.0
2022-12-30 01:15:00,1000000.0
2022-12-30 01:45:00,1000000.0
2022-12-30 02:15:00,1000000.0
2022-12-30 03:00:00,1000000.0
2022-12-30 03:15:00,1000000.0
2022-12-30 03:30:00,1000000.0
2022-12-30 04:15:00,1000000.0
2022-12-30 05:15:00,1000000.0
2022-12-30 05:30:00,1000000.0
2022-12-30 06:00:00,1000000.0
2022-12-30 06:45:00,1000000.0
2022-12-30 07:30:00,1000000.0
2022-12-30 07:45:00,1000000.0
2022-12-30 08:15:00,1000000.0
2022-12-30 08:45:00,1000000.0
2022-12-30 09:45:00,1000000.0
2022-12-30 10:15:00,1000000.0
2022-12-30 10:30:00,1000000.0
2022-12-30 11:00:00,1000000.0
2022-12-30 12:45:00,1000000.0
2022-12-30 13:00:00,1000000.0
2022-12-30 13:30:00,1000000.0
2022-12-30 13:45:00,1000000.0
2022-12-30 14:00:00,1000000.0
2022-12-30 14:30:00,1000000.0
2022-12-30 14:45:00,1000000.0
2022-12-30 15:00:00,1000000.0
2022-12-30 17:30:00,1000000.0
2022-12-30 17:45:00,1000000.0
2022-12-30 18:00:00,1000000.0
2022-12-30 18:15:00,1000000.0
2022-12-30 19:30:00,1000000.0
2022-12-30 20:30:00,1000000.0
2022-12-30 21:30:00,1000000.0
2022-12-30 22:30:00,1000000.0
2022-12-30 22:45:00,1000000.0
2022-12-30 23:15:00,1000000.0
2022-12-30 23:45:00,1000000.0
2022-12-31 01:45:00,1000000.0
2022-12-31 03:15:00,1000000.0
2022-12-31 04:00:00,1000000.0
2022-12-31 06:45:00,1000000.0
2022-12-31 07:00:00,1000000.0
2022-12-31 07:15:00,1000000.0
2022-12-31 09:30:00,1000000.0
2022-12-31 11:00:00,1000000.0
2022-12-31 12:00:00,1000000.0
2022-12-31 13:00:00,1000000.0
2022-12-31 13:30:00,1000000.0
2022-12-31 17:15:00,1000000.0
2022-12-31 18:45:00,1000000.0
2022-12-31 19:15:00,1000000.0
2022-12-31 19:45:00,1000000.0
2022-12-31 20:00:00,1000000.0
2022-12-31 23:00:00,1000000.0
2022-12-31 23:15:00,1000000.0
2023-01-01 00:45:00,1000000.0
2023-01-01 01:15:00,1000000.0
2023-01-01 02:45:00,1000000.0
2023-01-01 03:15:00,1000000.0
2023-01-01 03:45:00,1000000.0
2023-01-01 04:15:00,1000000.0
2023-01-01 04:30:00,1000000.0
2023-01-01 05:30:00,1000000.0
2023-01-01 06:30:00,1000000.0
2023-01-01 07:15:00,1000000.0
2023-01-01 07:45:00,1000000.0
2023-01-01 08:45:00,1000000.0
2023-01-01 09:15:00,1000000.0
2023-01-01 10:00:00,1000000.0
2023-01-01 10:15:00,1000000.0
2023-01-01 11:30:00,1000000.0
2023-01-01 12:45:00,1000000.0
2023-01-01 14:00:00,1000000.0
2023-01-01 14:15:00,1000000.0
2023-01-01 15:15:00,1000000.0
2023-01-01 17:30:00,1000000.0
2023-01-01 18:30:00,1000000.0
2023-01-01 19:15:00,1000000.0
2023-01-01 20:15:00,1000000.0
2023-01-01 23:45:00,1000000.0
2023-01-02 00:30:00,1000000.0
2023-01-02 01:15:00,1000000.0
2023-01-02 01:30:00,1000000.0
2023-01-02 02:15:00,1000000.0
2023-01-02 02:45:00,1000000.0
2023-01-02 03:00:00,1000000.0
2023-01-02 04:30:00,1000000.0
2023-01-02 05:45:00,1000000.0
2023-01-02 06:00:00,1000000.0
2023-01-02 06:15:00,1000000.0
2023-01-02 08:30:00,1000000.0
2023-01-02 08:45:00,1000000.0
2023-01-02 09:00:00,1000000.0
2023-01-02 09:15:00,1000000.0
2023-01-02 11:30:00,1000000.0
2023-01-02 12:00:00,1000000.0
2023-01-02 12:15:00,1000000.0
2023-01-02 13:00:00,1000000.0
2023-01-02 13:15:00,1000000.0
2023-01-02 15:00:00,1000000.0
2023-01-02 16:00:00,1000000.0
2023-01-02 17:00:00,1000000.0
2023-01-02 18:45:00,1000000.0
2023-01-02 21:30:00,1000000.0
2023-01-02 21:45:00,1000000.0
2023-01-02 22:30:00,1000000.0
2023-01-02 22:45:00,1000000.0
2023-01-02 23:00:00,1000000.0
2023-01-02 23:15:00,1000000.0
2023-01-02 23:30:00,1000000.0
2023-01-03 03:30:00,1000000.0
2023-01-03 04:00:00,1000000.0
2023-01-03 05:15:00,1000000.0
2023-01-03 06:00:00,1000000.0
2023-01-03 07:00:00,1000000.0
2023-01-03 07:45:00,1000000.0
2023-01-03 08:15:00,1000000.0
2023-01-03 09:45:00,1000000.0
2023-01-03 11:00:00,1000000.0
2023-01-03 11:15:00,1000000.0
2023-01-03 11:45:00,1000000.0
2023-01-03 13:15:00,1000000.0
2023-01-03 13:45:00,1000000.0
2023-01-03 14:15:00,1000000.0
2023-01-03 14:30:00,1000000.0
2023-01-03 15:00:00,1000000.0
2023-01-03 15:15:00,1000000.0
2023-01-03 15:30:00,1000000.0
2023-01-03 16:15:00,1000000.0
2023-01-03 16:30:00,1000000.0
2023-01-03 17:30:00,1000000.0
2023-01-03 18:45:00,1000000.0
2023-01-03 19:00:00,1000000.0
