entry_time,exit_time,entry_price,exit_price,position_type,pnl,exit_type
2023-04-21 12:00:00,2023-04-21 12:30:00,1890.6,1909.5059999999999,long,189.0599999999995,止盈
2023-04-21 15:00:00,2023-04-21 17:30:00,1912.52,1893.3948,short,191.2519999999995,止盈
2023-04-30 18:00:00,2023-05-01 01:45:00,1913.45,1846.47925,long,-669.7074999999995,止损
2023-05-01 19:15:00,2023-05-01 22:15:00,1808.01,1826.0901000000001,long,180.8010000000013,止盈
2023-05-02 20:00:00,2023-05-03 12:45:00,1872.8,1854.072,short,187.28000000000065,止盈
2023-05-06 13:15:00,2023-05-07 17:00:00,1902.41,1921.4341000000002,long,190.2410000000009,止盈
2023-05-09 20:00:00,2023-05-09 22:00:00,1861.88,1843.2612000000001,short,186.18799999999965,止盈
2023-05-10 14:00:00,2023-05-10 19:30:00,1882.57,1863.7442999999998,short,188.25700000000097,止盈
2023-05-11 18:15:00,2023-05-11 20:45:00,1776.72,1794.4872,long,177.67200000000003,止盈
2023-05-12 04:00:00,2023-05-12 12:45:00,1755.0,1772.55,long,175.49999999999955,止盈
2023-05-17 20:00:00,2023-05-18 06:15:00,1835.37,1817.0162999999998,short,183.53700000000117,止盈
2023-05-28 03:45:00,2023-05-29 00:30:00,1855.27,1920.2044499999997,short,-649.3444999999974,止损
2023-05-29 10:45:00,2023-05-30 10:30:00,1893.92,1912.8592,long,189.39200000000028,止盈
2023-06-01 23:30:00,2023-06-02 04:45:00,1852.66,1871.1866,long,185.26599999999917,止盈
2023-06-04 13:45:00,2023-06-04 23:45:00,1914.63,1895.4837,short,191.4630000000011,止盈
2023-06-07 14:15:00,2023-06-10 05:15:00,1846.59,1781.9593499999999,long,-646.3065000000006,止损
2023-06-11 17:30:00,2023-06-11 23:30:00,1765.0,1747.35,short,176.5000000000009,止盈
2023-06-12 14:45:00,2023-06-12 17:45:00,1728.88,1746.1688000000001,long,172.88800000000037,止盈
2023-06-13 12:15:00,2023-06-14 22:00:00,1747.21,1686.05765,long,-611.5235000000007,止损
2023-06-23 20:00:00,2023-06-25 06:00:00,1891.28,1910.1928,long,189.1280000000006,止盈
2023-06-25 15:00:00,2023-06-25 20:15:00,1881.47,1900.2847000000002,long,188.1470000000013,止盈
2023-07-17 10:30:00,2023-07-19 13:45:00,1899.03,1918.0203,long,189.90299999999934,止盈
2023-08-01 03:00:00,2023-08-01 19:00:00,1826.37,1844.6336999999999,long,182.63699999999972,止盈
2023-08-18 03:45:00,2023-08-18 07:00:00,1673.02,1689.7502,long,167.30199999999968,止盈
2023-08-18 18:45:00,2023-08-18 19:45:00,1678.57,1661.7843,short,167.85699999999906,止盈
2023-09-10 19:30:00,2023-09-10 20:15:00,1602.85,1618.8785,long,160.28500000000122,止盈
2023-10-04 01:15:00,2023-10-04 10:00:00,1634.84,1651.1884,long,163.48400000000083,止盈
2023-10-09 11:15:00,2023-10-12 16:15:00,1589.76,1534.1183999999998,long,-556.4160000000015,止损
2023-10-15 13:00:00,2023-10-15 20:45:00,1547.44,1562.9144000000001,long,154.7440000000006,止盈
2023-10-17 13:45:00,2023-10-18 04:45:00,1565.0,1580.65,long,156.5000000000009,止盈
2023-10-31 06:30:00,2023-10-31 11:45:00,1787.0,1804.8700000000001,long,178.70000000000118,止盈
2023-11-01 13:45:00,2023-11-01 18:30:00,1794.33,1812.2732999999998,long,179.43299999999908,止盈
2023-11-05 12:00:00,2023-11-05 14:30:00,1896.66,1877.6934,short,189.6659999999997,止盈
2023-11-07 17:00:00,2023-11-07 19:00:00,1850.32,1868.8232,long,185.03200000000106,止盈
2023-11-10 04:30:00,2023-11-10 08:15:00,2129.8,2108.502,short,212.9800000000023,止盈
2023-11-10 11:30:00,2023-11-10 12:15:00,2108.99,2087.9001,short,210.89899999999943,止盈
2023-11-13 15:00:00,2023-11-13 17:30:00,2107.0,2085.93,short,210.70000000000164,止盈
2023-11-26 16:30:00,2023-11-26 20:00:00,2036.42,2056.7842,long,203.64199999999983,止盈
2023-11-27 10:45:00,2023-11-28 14:30:00,2016.94,2037.1094,long,201.69399999999996,止盈
2023-12-15 13:00:00,2023-12-18 03:00:00,2245.79,2167.1873499999997,long,-786.0265000000027,止损
2023-12-22 16:45:00,2023-12-22 17:30:00,2306.73,2329.7973,long,230.6730000000016,止盈
2023-12-28 14:15:00,2023-12-29 22:15:00,2366.75,2283.9137499999997,long,-828.3625000000029,止损
2023-12-29 22:15:00,2023-12-30 00:00:00,2255.34,2277.8934000000004,long,225.53400000000238,止盈
2024-01-03 13:45:00,2024-01-03 16:15:00,2206.96,2229.0296,long,220.6959999999981,止盈
2024-01-08 16:00:00,2024-01-08 16:45:00,2285.0,2262.15,short,228.4999999999991,止盈
2024-01-10 09:45:00,2024-01-10 18:00:00,2415.5,2439.655,long,241.550000000002,止盈
2024-01-15 22:15:00,2024-01-16 03:15:00,2500.33,2525.3333,long,250.03299999999854,止盈
2024-01-19 10:15:00,2024-01-19 14:45:00,2496.62,2471.6538,short,249.66199999999844,止盈
2024-01-22 18:15:00,2024-01-22 18:45:00,2381.62,2357.8037999999997,short,238.16200000000208,止盈
2024-01-26 15:00:00,2024-01-26 18:00:00,2250.39,2272.8939,long,225.03900000000158,止盈
2024-01-28 12:15:00,2024-01-29 17:00:00,2268.65,2291.3365,long,226.86499999999796,止盈
2024-01-29 17:00:00,2024-01-31 11:15:00,2315.45,2292.2954999999997,short,231.54500000000098,止盈
2024-02-01 16:30:00,2024-02-01 18:00:00,2267.54,2290.2154,long,226.75400000000081,止盈
2024-02-02 16:00:00,2024-02-02 18:00:00,2323.88,2300.6412,short,232.38800000000083,止盈
2024-02-09 16:45:00,2024-02-10 04:00:00,2478.07,2502.8507,long,247.80699999999797,止盈
2024-02-11 18:30:00,2024-02-12 16:15:00,2496.8,2521.768,long,249.67999999999847,止盈
2024-02-15 09:15:00,2024-02-16 15:30:00,2794.35,2766.4065,short,279.4349999999986,止盈
2024-02-16 15:30:00,2024-02-16 16:15:00,2764.4,2792.0440000000003,long,276.4400000000023,止盈
2024-02-23 03:00:00,2024-02-24 09:45:00,2932.81,2962.1381,long,293.28100000000177,止盈
2024-02-26 19:45:00,2024-02-27 02:00:00,3171.33,3203.0433,long,317.1329999999989,止盈
2024-03-01 14:45:00,2024-03-01 20:00:00,3400.0,3434.0,long,340.0,止盈
2024-03-01 21:00:00,2024-03-02 00:45:00,3425.0,3459.25,long,342.5,止盈
2024-03-03 07:45:00,2024-03-04 00:30:00,3403.64,3522.7673999999997,short,-1191.2739999999985,止损
2024-03-05 21:30:00,2024-03-05 21:45:00,3487.34,3522.2134,long,348.73399999999947,止盈
2024-03-06 03:00:00,2024-03-06 05:30:00,3521.13,3644.36955,short,-1232.3954999999978,止损
2024-03-06 11:45:00,2024-03-06 15:00:00,3861.49,3726.33785,long,-1351.521499999999,止损
2024-03-08 17:45:00,2024-03-08 18:00:00,3978.49,3938.7050999999997,short,397.84900000000107,止盈
2024-03-13 13:45:00,2024-03-13 14:30:00,3932.23,3971.5523,long,393.22299999999814,止盈
2024-03-13 15:30:00,2024-03-14 13:45:00,3988.0,3948.12,short,398.8000000000011,止盈
2024-03-14 14:45:00,2024-03-15 00:45:00,3864.8,3903.4480000000003,long,386.4800000000014,止盈
2024-03-21 15:45:00,2024-03-21 17:00:00,3478.73,3513.5173,long,347.8729999999996,止盈
2024-03-26 07:00:00,2024-03-26 13:45:00,3663.49,3626.8550999999998,short,366.34900000000016,止盈
2024-03-27 22:45:00,2024-03-28 07:15:00,3506.74,3541.8073999999997,long,350.67399999999907,止盈
2024-03-28 08:45:00,2024-03-28 12:45:00,3595.7,3559.743,short,359.5699999999988,止盈
2024-04-02 16:15:00,2024-04-02 16:30:00,3217.4,3249.574,long,321.7399999999998,止盈
2024-04-04 18:00:00,2024-04-04 19:15:00,3443.93,3409.4907,short,344.39300000000003,止盈
2024-04-05 16:30:00,2024-04-05 19:00:00,3305.96,3339.0196,long,330.59600000000046,止盈
2024-04-12 23:00:00,2024-04-13 05:00:00,3207.19,3239.2619,long,320.71899999999914,止盈
2024-04-16 13:45:00,2024-04-16 19:15:00,3038.93,3069.3192999999997,long,303.8929999999982,止盈
2024-04-18 15:00:00,2024-04-18 15:45:00,3094.4,3063.456,short,309.4399999999996,止盈
2024-04-22 01:15:00,2024-04-22 01:30:00,3191.79,3159.8721,short,319.1789999999992,止盈
2024-04-23 14:30:00,2024-04-23 15:15:00,3263.61,3230.9739,short,326.3610000000017,止盈
2024-04-29 03:30:00,2024-04-29 23:15:00,3184.09,3215.9309000000003,long,318.40900000000147,止盈
2024-04-30 18:45:00,2024-04-30 22:30:00,2955.88,2985.4388000000004,long,295.58800000000247,止盈
2024-05-28 01:30:00,2024-05-28 02:00:00,3910.0,3870.9,short,390.9999999999991,止盈
2024-05-29 16:15:00,2024-05-30 07:00:00,3767.97,3730.2902999999997,short,376.7970000000014,止盈
2024-06-17 16:15:00,2024-06-17 16:45:00,3463.39,3498.0238999999997,long,346.3389999999981,止盈
2024-07-04 02:00:00,2024-07-04 02:30:00,3155.0,3186.55,long,315.5000000000018,止盈
2024-07-08 01:15:00,2024-07-08 02:00:00,2822.8,2851.0280000000002,long,282.28000000000065,止盈
2024-07-23 09:30:00,2024-07-23 11:00:00,3541.0,3505.59,short,354.09999999999854,止盈
2024-07-29 04:00:00,2024-07-29 14:15:00,3365.67,3332.0133,short,336.567,止盈
2024-08-02 19:30:00,2024-08-04 07:45:00,2995.0,2890.1749999999997,long,-1048.2500000000027,止损
2024-08-09 01:00:00,2024-08-09 01:45:00,2646.4,2672.864,long,264.6399999999994,止盈
2024-08-13 02:15:00,2024-08-13 17:15:00,2686.0,2712.86,long,268.6000000000013,止盈
2024-09-02 05:45:00,2024-09-02 07:30:00,2466.2,2441.538,short,246.61999999999807,止盈
2024-09-12 21:30:00,2024-09-13 22:00:00,2358.79,2441.3476499999997,short,-825.5764999999974,止损
2024-09-16 00:30:00,2024-09-16 09:00:00,2292.33,2315.2533,long,229.23299999999927,止盈
2024-09-20 07:00:00,2024-09-21 00:30:00,2553.29,2578.8229,long,255.32900000000154,止盈
2024-09-24 11:30:00,2024-09-24 17:45:00,2619.35,2645.5434999999998,long,261.9349999999986,止盈
2024-09-30 00:30:00,2024-10-01 16:00:00,2625.31,2533.42415,long,-918.8585000000012,止损
2024-10-03 09:00:00,2024-10-03 09:30:00,2318.72,2341.9071999999996,long,231.87199999999848,止盈
2024-10-03 11:30:00,2024-10-04 02:30:00,2347.81,2371.2880999999998,long,234.78099999999813,止盈
2024-10-14 05:30:00,2024-10-14 06:30:00,2511.34,2536.4534000000003,long,251.13400000000183,止盈
2024-10-17 13:30:00,2024-10-17 16:15:00,2593.0,2618.93,long,259.29999999999836,止盈
2024-10-25 12:00:00,2024-10-25 18:00:00,2553.5,2527.965,short,255.34999999999854,止盈
2024-10-25 20:15:00,2024-10-27 14:45:00,2467.44,2492.1144,long,246.74399999999878,止盈
2024-10-28 23:00:00,2024-10-29 17:00:00,2578.05,2668.28175,short,-902.3174999999992,止损
2024-11-01 01:30:00,2024-11-01 10:30:00,2495.42,2520.3742,long,249.54200000000128,止盈
2024-11-06 04:15:00,2024-11-06 20:00:00,2604.52,2695.6782,short,-911.5819999999985,止损
2024-11-08 15:45:00,2024-11-08 18:45:00,2914.1,2943.241,long,291.41000000000076,止盈
2024-11-08 19:30:00,2024-11-09 07:15:00,2953.02,2982.5502,long,295.3020000000015,止盈
2024-11-10 00:30:00,2024-11-10 03:30:00,3112.0,3143.12,long,311.1999999999989,止盈
2024-11-10 07:15:00,2024-11-11 05:45:00,3202.83,3170.8017,short,320.28299999999945,止盈
2024-11-11 18:15:00,2024-11-11 19:15:00,3270.75,3303.4575,long,327.0749999999998,止盈
2024-11-12 07:00:00,2024-11-12 08:00:00,3348.6,3382.086,long,334.85999999999876,止盈
2024-11-12 11:30:00,2024-11-12 12:00:00,3315.05,3281.8995,short,331.5050000000019,止盈
2024-11-12 17:30:00,2024-11-13 02:30:00,3271.6,3238.884,short,327.15999999999894,止盈
2024-11-23 00:00:00,2024-11-23 00:30:00,3317.0,3350.17,long,331.7000000000007,止盈
2024-11-23 01:00:00,2024-11-23 02:30:00,3358.03,3324.4497,short,335.8030000000008,止盈
2024-11-25 12:45:00,2024-11-25 13:00:00,3499.72,3464.7227999999996,short,349.9720000000025,止盈
2024-11-25 22:30:00,2024-11-26 00:00:00,3363.62,3397.2562,long,336.36199999999917,止盈
2024-11-26 14:00:00,2024-11-26 14:45:00,3290.35,3323.2535,long,329.03499999999894,止盈
2024-12-02 19:15:00,2024-12-02 20:15:00,3584.36,3620.2036000000003,long,358.4360000000015,止盈
2024-12-04 09:15:00,2024-12-04 15:30:00,3722.63,3852.9220499999997,short,-1302.9204999999956,止损
2024-12-04 15:30:00,2024-12-04 16:15:00,3853.38,3814.8462,short,385.33800000000156,止盈
2024-12-05 08:30:00,2024-12-05 15:30:00,3922.99,3883.7601,short,392.29899999999816,止盈
2024-12-09 03:45:00,2024-12-09 05:00:00,3905.21,3944.2621,long,390.5209999999988,止盈
2024-12-09 05:15:00,2024-12-09 20:30:00,3934.6,3796.8889999999997,long,-1377.1100000000024,止损
2024-12-12 04:45:00,2024-12-12 06:30:00,3894.09,3933.0309,long,389.40900000000056,止盈
2024-12-19 22:30:00,2024-12-20 02:45:00,3412.0,3446.12,long,341.1999999999989,止盈
2024-12-20 17:30:00,2024-12-20 20:45:00,3410.59,3444.6959,long,341.0590000000002,止盈
2024-12-21 12:45:00,2024-12-21 13:45:00,3422.95,3388.7205,short,342.29499999999916,止盈
2024-12-21 16:00:00,2024-12-21 16:15:00,3358.42,3392.0042000000003,long,335.8420000000024,止盈
2024-12-23 02:15:00,2024-12-23 03:30:00,3230.0,3262.3,long,323.0000000000018,止盈
2024-12-27 02:45:00,2024-12-27 04:15:00,3352.01,3385.5301000000004,long,335.20100000000184,止盈
2024-12-30 20:15:00,2024-12-30 22:45:00,3419.0,3384.81,short,341.90000000000055,止盈
2024-12-31 16:30:00,2025-01-02 04:45:00,3390.29,3424.1929,long,339.02900000000045,止盈
2025-01-08 08:15:00,2025-01-08 12:30:00,3376.85,3343.0815,short,337.6850000000013,止盈
2025-01-09 09:15:00,2025-01-09 10:30:00,3327.75,3294.4725,short,332.77500000000146,止盈
2025-01-13 19:15:00,2025-01-13 21:15:00,2993.0,3022.93,long,299.29999999999836,止盈
2025-01-19 04:30:00,2025-01-19 09:15:00,3281.41,3166.56065,long,-1148.4934999999996,止损
2025-01-20 19:45:00,2025-01-20 21:00:00,3364.12,3330.4788,short,336.41200000000026,止盈
2025-01-22 13:30:00,2025-01-23 23:30:00,3287.12,3319.9912,long,328.71200000000044,止盈
2025-01-25 15:30:00,2025-01-26 10:15:00,3345.0,3311.55,short,334.4999999999982,止盈
2025-01-31 07:15:00,2025-01-31 08:00:00,3276.93,3244.1607,short,327.6929999999993,止盈
2025-02-04 00:30:00,2025-02-04 05:15:00,2852.0,2752.18,long,-998.2000000000016,止损
2025-02-18 08:45:00,2025-02-18 10:00:00,2653.4,2679.934,long,265.34000000000106,止盈
2025-02-18 19:45:00,2025-02-20 03:15:00,2646.69,2739.32415,short,-926.3414999999986,止损
2025-02-21 20:15:00,2025-02-22 00:00:00,2637.01,2663.3801000000003,long,263.70100000000093,止盈
2025-02-23 10:45:00,2025-02-23 13:15:00,2797.0,2824.97,long,279.699999999998,止盈
2025-02-23 22:45:00,2025-02-24 02:30:00,2811.52,2783.4048,short,281.15200000000186,止盈
2025-02-24 03:30:00,2025-02-24 22:30:00,2711.8,2616.887,long,-949.1300000000001,止损
2025-02-25 02:45:00,2025-02-25 03:45:00,2524.34,2499.0966000000003,short,252.43399999999838,止盈
2025-02-25 09:00:00,2025-02-25 10:00:00,2409.66,2385.5634,short,240.96599999999853,止盈
2025-02-26 05:30:00,2025-02-26 16:15:00,2481.8,2394.937,long,-868.6300000000028,止损
2025-02-28 18:45:00,2025-02-28 20:00:00,2255.13,2232.5787,short,225.51300000000083,止盈
2025-03-13 09:15:00,2025-03-13 10:15:00,1888.4,1869.516,short,188.84000000000015,止盈
2025-03-19 00:30:00,2025-03-19 11:45:00,1947.0,2015.1449999999998,short,-681.4499999999975,止损
2025-03-26 11:15:00,2025-03-26 21:30:00,2069.45,1997.0192499999998,long,-724.3074999999999,止损
2025-03-27 15:00:00,2025-03-28 04:45:00,2019.73,1949.03945,long,-706.9055000000003,止损
2025-03-28 08:45:00,2025-03-28 11:15:00,1913.75,1894.6125,short,191.37500000000045,止盈
2025-03-29 17:15:00,2025-03-29 17:30:00,1797.2,1815.172,long,179.7199999999998,止盈
2025-03-31 15:00:00,2025-03-31 17:45:00,1854.22,1835.6778,short,185.42200000000093,止盈
2025-04-02 13:45:00,2025-04-02 14:30:00,1893.42,1874.4858000000002,short,189.3419999999992,止盈
2025-04-07 16:15:00,2025-04-07 17:45:00,1533.32,1548.6532,long,153.33200000000033,止盈
2025-04-07 19:30:00,2025-04-07 19:45:00,1562.78,1547.1522,short,156.2779999999998,止盈
2025-04-14 02:30:00,2025-04-14 03:30:00,1660.32,1643.7168,short,166.03200000000015,止盈
2025-04-14 04:00:00,2025-04-14 16:00:00,1635.04,1618.6896,short,163.50400000000036,止盈
2025-04-17 17:45:00,2025-04-17 19:30:00,1616.45,1600.2855,short,161.6450000000009,止盈
2025-05-01 13:00:00,2025-05-01 17:15:00,1845.07,1863.5207,long,184.50700000000097,止盈
2025-05-05 02:00:00,2025-05-05 02:45:00,1781.9,1799.719,long,178.1899999999996,止盈
2025-05-11 16:45:00,2025-05-11 17:15:00,2456.48,2481.0448,long,245.64800000000105,止盈
2025-05-11 21:15:00,2025-05-12 06:00:00,2515.58,2490.4242,short,251.558,止盈
2025-05-13 23:00:00,2025-05-13 23:45:00,2656.5,2683.065,long,265.65000000000055,止盈
2025-05-14 15:00:00,2025-05-14 16:00:00,2560.87,2586.4787,long,256.08700000000226,止盈
2025-05-19 21:00:00,2025-05-20 01:45:00,2510.02,2535.1202,long,251.0019999999986,止盈
2025-05-28 10:00:00,2025-05-28 10:30:00,2608.5,2634.585,long,260.85000000000036,止盈
2025-05-29 05:15:00,2025-05-29 11:45:00,2736.7,2709.3329999999996,short,273.6700000000019,止盈
2025-05-29 23:45:00,2025-05-30 05:45:00,2619.05,2645.2405000000003,long,261.90500000000156,止盈
2025-06-06 11:15:00,2025-06-06 12:30:00,2493.82,2468.8818,short,249.38200000000052,止盈
2025-06-11 02:45:00,2025-06-11 04:30:00,2771.8,2799.518,long,277.1799999999985,止盈
2025-06-11 19:45:00,2025-06-12 23:00:00,2803.66,2705.5319,long,-981.280999999999,止损
2025-06-24 13:15:00,2025-06-25 15:45:00,2428.35,2404.0665,short,242.83500000000004,止盈
2025-06-27 16:30:00,2025-06-27 17:45:00,2449.44,2424.9456,short,244.94400000000041,止盈
2025-07-11 11:45:00,2025-07-11 13:15:00,2968.6,2998.286,long,296.8600000000015,止盈
2025-07-11 19:00:00,2025-07-11 19:15:00,2978.44,3008.2244,long,297.84400000000005,止盈
2025-07-15 04:00:00,2025-07-15 04:30:00,2934.83,2964.1783,long,293.4830000000011,止盈
2025-07-15 04:30:00,2025-07-15 07:00:00,2952.52,2982.0452,long,295.2520000000004,止盈
2025-07-16 23:30:00,2025-07-17 08:00:00,3353.33,3386.8633,long,335.33300000000054,止盈
2025-07-17 11:00:00,2025-07-17 21:15:00,3445.79,3480.2479,long,344.5789999999988,止盈
2025-07-18 13:45:00,2025-07-18 15:30:00,3657.5,3620.925,short,365.7499999999982,止盈
2025-07-19 19:45:00,2025-07-20 01:15:00,3568.7,3604.3869999999997,long,356.869999999999,止盈
2025-07-24 11:15:00,2025-07-24 14:00:00,3654.39,3617.8460999999998,short,365.4390000000012,止盈
2025-07-25 07:15:00,2025-07-25 15:00:00,3667.59,3630.9141,short,366.75900000000183,止盈
2025-07-27 16:30:00,2025-07-27 17:00:00,3850.47,3811.9653,short,385.04699999999957,止盈
2025-07-29 11:00:00,2025-07-29 13:00:00,3820.7,3858.9069999999997,long,382.0699999999988,止盈
2025-07-31 00:00:00,2025-07-31 00:45:00,3801.53,3839.5453,long,380.15300000000025,止盈
2025-08-05 22:00:00,2025-08-06 00:30:00,3546.0,3581.46,long,354.60000000000036,止盈
2025-08-07 11:45:00,2025-08-07 14:45:00,3843.66,3805.2234,short,384.366,止盈
2025-08-08 02:45:00,2025-08-08 18:30:00,3906.58,4043.3102999999996,short,-1367.3029999999972,止损
2025-08-10 04:00:00,2025-08-11 02:00:00,4226.55,4268.815500000001,long,422.6550000000043,止盈
2025-08-11 08:00:00,2025-08-11 14:00:00,4253.91,4296.4491,long,425.3909999999996,止盈
2025-08-12 15:00:00,2025-08-12 21:30:00,4440.99,4596.424649999999,short,-1554.3464999999924,止损
2025-08-14 10:45:00,2025-08-14 13:00:00,4683.31,4519.39415,long,-1639.1585000000032,止损
2025-08-15 12:45:00,2025-08-15 16:15:00,4646.45,4599.9855,short,464.64500000000044,止盈
2025-08-19 17:30:00,2025-08-19 18:45:00,4183.6,4141.764,short,418.3600000000024,止盈
2025-08-24 10:30:00,2025-08-24 13:15:00,4733.88,4781.218800000001,long,473.38800000000447,止盈
2025-08-26 19:00:00,2025-08-26 21:15:00,4527.08,4572.3508,long,452.70800000000236,止盈
2025-09-03 13:15:00,2025-09-04 14:30:00,4395.0,4351.05,short,439.4999999999982,止盈
2025-09-04 15:45:00,2025-09-04 19:15:00,4316.26,4273.097400000001,short,431.62599999999657,止盈
2025-09-21 09:30:00,2025-09-21 16:00:00,4444.34,4488.7834,long,444.4340000000011,止盈
2025-09-25 09:30:00,2025-09-25 11:15:00,4052.81,4012.2819,short,405.28099999999995,止盈
2025-09-25 19:00:00,2025-09-25 21:30:00,3938.81,3899.4219,short,393.8810000000012,止盈
2025-09-25 23:45:00,2025-09-26 02:00:00,3855.78,3894.3378000000002,long,385.57800000000043,止盈
2025-10-03 03:15:00,2025-10-03 05:45:00,4548.79,4503.3021,short,454.8790000000008,止盈
2025-10-03 17:00:00,2025-10-03 19:00:00,4465.83,4510.4883,long,446.58300000000054,止盈
2025-10-05 10:30:00,2025-10-06 06:30:00,4523.45,4568.6845,long,452.3450000000048,止盈
2025-10-08 04:00:00,2025-10-08 04:45:00,4410.08,4454.1808,long,441.00800000000163,止盈
2025-10-11 12:45:00,2025-10-11 15:15:00,3806.0,3844.06,long,380.59999999999945,止盈
2025-10-12 07:00:00,2025-10-12 13:30:00,3844.5,3806.055,short,384.45000000000164,止盈
2025-10-13 15:15:00,2025-10-14 06:00:00,4140.93,4099.5207,short,414.0930000000026,止盈
2025-10-17 09:30:00,2025-10-17 10:00:00,3769.02,3731.3298,short,376.90200000000004,止盈
2025-10-17 14:45:00,2025-10-19 05:15:00,3781.99,3914.3596499999994,short,-1323.6964999999964,止损
2025-10-20 08:15:00,2025-10-21 04:15:00,4033.71,3892.53015,long,-1411.7984999999999,止损
2025-10-22 11:00:00,2025-10-22 11:15:00,3770.02,3807.7202,long,377.0020000000022,止盈
